id,trabajo,gastos,ingresos,activos
1336,fijo,75,210,4000
171,fijo,45,185,5000
2133,fijo,60,46,3000
2324,fijo,52,169,2000
2879,fijo,56,105,0
1800,tiempo parcial,101,112,0
1274,freelance,35,100,5000
3661,freelance,75,72,NA
403,freelance,75,160,5000
883,tiempo parcial,72,120,0
3590,tiempo parcial,35,37,2500
3265,tiempo parcial,41,64,0
2493,fijo,75,125,6000
2913,fijo,35,105,0
495,fijo,75,110,2500
1189,fijo,85,100,0
2256,fijo,60,112,3500
2902,fijo,45,80,3500
4161,fijo,35,95,7000
1157,otros,45,32,0
89,tiempo parcial,40,50,0
484,otros,90,90,5000
1776,freelance,35,200,4000
3596,fijo,81,210,0
4006,fijo,75,146,10000
3414,fijo,45,270,25000
2190,freelance,90,59,0
722,otros,60,215,11000
1804,fijo,60,143,0
2661,fijo,35,100,7000
248,fijo,35,200,4000
94,freelance,95,500,25000
1272,fijo,60,247,0
3734,freelance,90,85,3500
3305,tiempo parcial,35,72,0
3984,fijo,35,145,0
3683,otros,35,100,6000
3237,freelance,35,NA,0
3175,freelance,60,112,4500
1539,fijo,60,125,5000
1866,fijo,84,86,0
138,fijo,45,100,0
2144,fijo,60,98,2500
2870,fijo,45,139,1800
1474,freelance,35,500,0
3137,fijo,35,100,0
1859,fijo,45,142,8000
3058,fijo,35,152,3500
3076,freelance,35,73,0
4032,freelance,60,144,4500
3063,fijo,60,115,0
566,fijo,135,300,0
740,tiempo parcial,73,126,0
4295,freelance,35,NA,0
3391,tiempo parcial,35,96,0
3849,fijo,60,120,6000
3300,tiempo parcial,35,82,0
2467,fijo,35,NA,0
4065,fijo,35,197,2000
2086,fijo,91,157,0
3283,tiempo parcial,60,169,1500
4214,otros,35,145,4000
299,fijo,45,182,4000
3520,tiempo parcial,35,154,2500
1326,fijo,60,100,0
490,fijo,43,81,0
1420,tiempo parcial,61,155,0
648,freelance,45,NA,90000
4238,freelance,35,150,3000
1191,fijo,86,110,0
1529,fijo,75,210,3500
2919,freelance,35,122,3500
2149,fijo,75,145,4500
4327,fijo,90,162,2500
2665,fijo,45,205,11000
214,fijo,35,88,0
1381,freelance,75,160,10000
139,fijo,60,105,3500
2051,fijo,60,260,6000
1951,fijo,60,153,4500
1961,fijo,75,83,7000
2827,fijo,60,260,2500
2119,fijo,75,80,0
2207,fijo,35,185,0
3127,fijo,60,100,2500
3178,fijo,60,250,0
2383,fijo,45,220,20000
770,fijo,90,100,3500
1346,fijo,75,364,60000
3908,fijo,60,106,6000
3189,fijo,45,77,4000
2805,freelance,35,NA,10000
4292,fijo,60,110,5500
848,fijo,35,127,10000
3078,fijo,45,219,1000
2418,fijo,114,235,0
2105,fijo,35,70,0
3411,tiempo parcial,35,125,3000
1352,fijo,35,57,1500
1159,freelance,60,285,22000
3925,fijo,44,89,0
1263,fijo,60,250,2500
4344,fijo,58,130,0
3684,fijo,45,250,4000
4109,tiempo parcial,75,170,3000
2000,fijo,45,90,5000
3711,fijo,35,250,5000
1319,fijo,90,289,7000
3678,fijo,35,105,6000
3857,freelance,35,NA,0
2171,fijo,52,70,0
674,fijo,60,137,4000
1048,tiempo parcial,35,94,7500
840,fijo,75,360,8000
3680,fijo,60,225,20000
4152,fijo,35,111,0
4256,freelance,90,NA,8000
4401,fijo,35,174,7000
899,fijo,60,176,4000
4095,tiempo parcial,35,95,4500
1192,freelance,75,120,0
4423,tiempo parcial,66,60,0
4069,freelance,45,NA,4000
510,tiempo parcial,90,166,3000
802,fijo,45,113,4000
1470,fijo,60,102,3500
572,fijo,45,NA,0
1797,freelance,90,50,16000
1838,fijo,45,93,2500
230,tiempo parcial,35,86,0
771,fijo,118,130,0
1361,fijo,60,117,3000
746,fijo,35,NA,0
2068,freelance,90,400,15000
3767,fijo,73,133,0
1739,freelance,60,62,12000
1609,freelance,75,200,17000
2511,fijo,68,83,0
3507,freelance,60,67,9000
1253,fijo,60,115,4000
3345,freelance,60,NA,8000
276,fijo,35,88,5500
1624,tiempo parcial,35,70,3500
1293,fijo,45,130,0
1635,fijo,35,80,3000
1120,fijo,35,70,4000
3737,freelance,45,80,7000
257,fijo,60,102,5000
3377,fijo,35,190,2500
100,fijo,89,137,4000
146,fijo,35,101,0
2585,fijo,45,55,4000
2867,tiempo parcial,35,52,0
574,freelance,88,125,0
3103,freelance,45,200,15000
2622,fijo,35,200,0
3018,fijo,45,92,4000
2241,freelance,45,90,14000
4299,fijo,45,145,5000
3532,fijo,45,130,4000
1229,tiempo parcial,60,146,2500
152,fijo,35,83,0
303,fijo,35,62,0
3100,fijo,60,240,2000
2653,freelance,35,NA,NA
3108,fijo,35,132,5000
1741,fijo,35,NA,0
2355,otros,45,209,2000
1200,tiempo parcial,35,106,5000
4129,tiempo parcial,35,195,120000
2890,fijo,65,45,0
3238,fijo,90,97,5800
3997,freelance,35,92,25000
1512,fijo,45,99,0
4195,fijo,45,97,0
3386,fijo,60,155,0
2645,fijo,45,150,23000
4,fijo,63,182,2500
2654,freelance,60,110,4000
603,fijo,84,86,0
2439,fijo,60,90,NA
2402,freelance,75,NA,15000
3408,fijo,35,100,0
431,fijo,80,203,0
461,fijo,75,200,2500
3888,fijo,45,100,8500
2100,fijo,71,105,0
1853,fijo,75,228,4000
876,freelance,97,65,0
1978,fijo,35,108,8000
652,fijo,45,324,7000
1475,fijo,70,100,0
1020,tiempo parcial,60,137,0
3315,fijo,35,87,10000
1323,freelance,75,400,0
594,fijo,75,85,3500
1989,freelance,35,115,12000
3987,fijo,35,216,4000
3639,fijo,45,118,4000
789,fijo,45,117,0
206,freelance,60,NA,9500
3632,tiempo parcial,35,105,0
1118,fijo,75,200,10000
4230,fijo,35,75,3000
1279,freelance,78,333,0
142,fijo,60,115,6700
2139,freelance,60,100,50000
2008,freelance,45,857,35000
3615,freelance,35,147,0
4087,tiempo parcial,45,82,0
3856,freelance,45,74,16000
2990,tiempo parcial,44,93,0
4023,freelance,75,NA,0
3930,fijo,75,185,3500
1586,fijo,83,79,0
4434,fijo,35,92,2500
3123,freelance,60,NA,12000
3187,freelance,45,NA,10000
2460,freelance,35,NA,0
528,fijo,60,115,6000
417,fijo,84,87,0
4376,freelance,60,300,60000
3328,fijo,35,80,3500
3022,fijo,35,90,0
2121,fijo,75,240,10000
3384,fijo,90,212,11000
3818,tiempo parcial,75,210,7000
2304,freelance,35,NA,3500
2928,freelance,60,100,9000
4215,tiempo parcial,42,72,0
2949,fijo,43,80,0
2252,otros,60,115,3500
3316,freelance,60,NA,5000
192,freelance,120,300,5000
2125,tiempo parcial,75,70,4500
728,fijo,90,80,5000
2796,fijo,45,115,3500
2845,otros,60,45,2500
76,fijo,86,108,0
177,freelance,35,NA,25300
1365,freelance,60,NA,40000
389,fijo,35,145,0
4349,freelance,60,NA,0
268,fijo,45,170,0
111,fijo,79,185,0
1119,fijo,60,187,5000
721,fijo,91,160,0
4202,fijo,35,125,4000
3016,fijo,60,352,5000
3659,fijo,35,114,3000
26,fijo,60,130,4000
197,fijo,75,125,5500
1131,fijo,49,138,0
15,tiempo parcial,35,50,0
3313,fijo,45,60,0
486,fijo,60,110,10000
3218,freelance,60,NA,NA
1113,fijo,153,330,0
3780,tiempo parcial,35,69,0
3489,freelance,75,292,8000
1712,freelance,35,39,0
2165,fijo,45,115,14500
4124,fijo,45,140,4000
759,fijo,60,152,0
2776,fijo,60,98,0
2325,tiempo parcial,35,103,0
941,fijo,45,140,3500
3072,fijo,35,32,0
336,fijo,45,200,0
2138,otros,35,130,4000
2195,fijo,60,220,15000
1688,fijo,60,313,7500
2386,fijo,35,114,0
387,fijo,60,135,4000
246,tiempo parcial,45,277,6000
3988,tiempo parcial,35,130,2000
1372,fijo,45,180,2500
2495,freelance,35,NA,0
4409,fijo,45,120,2500
2191,freelance,35,60,0
57,fijo,35,100,0
2552,freelance,60,65,3000
2452,fijo,35,76,0
1373,fijo,58,132,0
282,fijo,75,128,2500
4067,fijo,69,235,0
1124,fijo,81,57,0
4029,fijo,35,112,4000
1774,fijo,60,187,3000
2529,tiempo parcial,53,80,0
2935,freelance,35,NA,0
4114,freelance,64,36,0
894,fijo,45,108,0
3616,freelance,35,177,6500
830,fijo,45,125,0
2475,freelance,60,16,3000
1962,freelance,90,NA,0
3498,otros,35,45,5500
3438,fijo,35,320,50000
351,freelance,70,100,14500
2684,freelance,35,180,8000
1000,otros,45,134,2500
971,freelance,75,300,0
2859,fijo,75,274,6000
767,fijo,45,275,4800
3128,otros,47,121,0
379,tiempo parcial,72,118,1000
96,freelance,75,200,3000
458,fijo,60,140,2000
1861,fijo,35,73,0
1591,fijo,35,135,0
2034,fijo,60,111,4000
3989,fijo,35,120,4000
1109,fijo,74,137,0
4041,fijo,56,112,4000
3388,fijo,45,100,3500
2297,otros,35,NA,0
3627,fijo,35,122,3000
755,fijo,60,830,18000
3779,freelance,35,86,0
346,fijo,60,202,4600
2674,fijo,60,85,4000
3565,fijo,47,122,0
3424,tiempo parcial,42,67,0
1162,fijo,35,172,3000
2483,otros,35,84,4500
4123,fijo,35,251,0
3994,fijo,45,164,0
4417,otros,45,175,5000
3905,fijo,45,200,5000
1007,fijo,60,217,5000
3366,fijo,35,57,0
2017,fijo,60,146,0
2364,fijo,35,66,0
3463,fijo,45,150,23000
1872,freelance,35,NA,0
439,freelance,75,NA,0
2379,freelance,35,142,5500
1827,fijo,75,107,12000
1782,tiempo parcial,35,55,0
3935,fijo,76,159,0
3490,fijo,55,100,0
148,freelance,60,250,10000
3173,fijo,45,68,3000
3161,fijo,68,84,0
2457,fijo,75,90,3000
719,fijo,45,65,2000
345,freelance,60,189,7000
685,freelance,75,193,5000
3125,fijo,45,182,5000
1927,fijo,90,150,5000
2946,tiempo parcial,35,285,8000
3946,freelance,60,NA,2900
210,freelance,105,156,10000
4322,fijo,69,91,0
1946,freelance,35,NA,0
3479,fijo,56,110,0
877,freelance,90,180,8000
3862,fijo,45,102,5000
1231,fijo,60,90,4000
3302,fijo,45,137,5000
2287,fijo,35,119,3000
22,fijo,45,324,10000
2966,fijo,35,132,3000
954,fijo,59,140,0
1722,freelance,60,NA,15000
4301,fijo,35,92,6000
839,fijo,60,459,22000
1606,fijo,35,220,0
1537,freelance,60,189,3500
460,fijo,45,275,8000
2380,fijo,75,280,14000
362,freelance,75,225,2000
125,fijo,114,390,0
2734,fijo,73,125,0
2687,fijo,60,99,0
274,fijo,44,91,0
2432,fijo,44,90,0
3789,fijo,35,84,3000
1351,fijo,45,227,0
52,fijo,75,90,4000
3535,fijo,35,68,0
2459,fijo,60,154,2500
3583,fijo,45,225,8000
951,fijo,45,78,5000
1078,fijo,75,123,4000
2378,fijo,35,102,3000
2621,fijo,60,71,800
1071,fijo,35,78,0
1571,fijo,75,199,4600
3182,fijo,35,120,0
754,fijo,75,100,3500
381,fijo,49,135,0
1912,fijo,75,100,12000
2251,fijo,60,158,0
2456,fijo,62,173,0
948,freelance,78,178,0
2029,fijo,35,59,0
4413,freelance,45,38,3000
3105,fijo,35,70,3000
1307,freelance,60,NA,10000
2690,freelance,75,91,6000
2264,tiempo parcial,75,120,3500
2601,fijo,75,100,6000
1926,fijo,41,60,0
1305,fijo,75,141,4000
1713,tiempo parcial,75,120,2000
915,fijo,75,141,3500
3217,otros,45,77,4000
184,freelance,75,210,4000
2428,fijo,60,101,12000
4106,tiempo parcial,35,80,4000
239,fijo,45,166,7000
1846,fijo,57,124,0
3193,fijo,35,181,2000
4052,fijo,35,214,10000
1780,fijo,59,144,0
3788,fijo,47,115,0
1634,fijo,45,95,0
4302,fijo,70,97,0
2602,fijo,75,300,7000
3039,fijo,35,53,5000
2239,fijo,45,98,6000
1097,otros,50,52,1800
3712,tiempo parcial,45,95,4000
3957,fijo,45,90,3000
1521,fijo,45,104,6500
3671,fijo,45,315,10000
2360,freelance,45,80,6000
716,tiempo parcial,45,NA,0
1028,fijo,45,184,3500
3761,freelance,52,171,0
3666,fijo,35,201,4700
359,fijo,75,150,3000
3505,fijo,75,89,2000
3054,fijo,45,100,0
823,tiempo parcial,35,102,0
3556,freelance,35,NA,14500
761,fijo,74,139,5000
4454,freelance,60,140,4000
3126,fijo,54,92,0
2070,fijo,105,72,2500
4291,freelance,35,23,3000
1666,fijo,81,55,1500
773,freelance,60,350,13000
4416,fijo,45,190,5000
1009,fijo,45,254,6000
1455,fijo,75,200,5000
1038,fijo,45,114,3600
2549,fijo,45,80,0
3036,freelance,60,93,20000
556,fijo,60,154,1500
1473,freelance,75,NA,16000
809,fijo,35,28,0
1948,freelance,35,NA,0
4437,tiempo parcial,35,130,2500
1202,fijo,35,122,0
1697,freelance,35,131,7500
968,fijo,45,176,0
3169,freelance,64,42,15000
3405,fijo,45,181,3500
2832,freelance,100,245,0
2255,freelance,90,321,26000
850,fijo,90,75,5000
1394,fijo,35,125,0
25,fijo,45,143,3500
3364,fijo,60,310,20000
3508,fijo,45,95,3000
1362,fijo,55,100,0
2516,fijo,45,68,4500
1115,fijo,35,80,8000
4059,tiempo parcial,90,90,8000
1375,freelance,94,189,15000
1667,tiempo parcial,60,154,0
3442,fijo,35,111,3500
2775,fijo,35,58,12000
291,fijo,60,146,5000
228,fijo,60,157,5000
2011,fijo,35,120,0
2685,fijo,35,120,3500
3248,fijo,35,89,0
2725,freelance,75,NA,5000
3564,fijo,60,83,3500
936,fijo,75,293,4000
51,fijo,60,145,4000
2524,fijo,45,240,8000
885,fijo,60,100,5000
321,fijo,87,115,0
598,freelance,76,160,0
4306,tiempo parcial,41,56,0
4117,freelance,45,37,0
3969,fijo,45,160,2000
1357,freelance,75,45,10000
2891,fijo,35,136,4000
1090,fijo,75,112,5000
2688,fijo,57,122,0
726,fijo,35,136,2500
3419,fijo,60,100,15000
1940,fijo,82,217,0
2310,freelance,90,NA,30000
2392,fijo,110,204,0
2348,fijo,75,190,3500
1093,fijo,45,165,4000
1522,freelance,45,78,3500
2942,fijo,35,150,5500
1057,fijo,60,165,3500
1004,fijo,35,110,0
2591,fijo,60,142,4000
1224,fijo,45,221,3000
2290,freelance,90,200,4500
3823,freelance,45,NA,5000
1877,fijo,85,104,5000
2746,fijo,35,217,4000
1089,fijo,60,130,5000
2885,fijo,35,122,2000
1803,freelance,35,NA,9000
31,fijo,45,150,5000
1717,tiempo parcial,81,60,0
2315,fijo,53,180,0
3810,fijo,60,124,4000
1857,fijo,75,153,5000
3449,fijo,35,187,6000
1755,fijo,45,174,4000
546,freelance,75,63,4000
3160,otros,75,93,4000
2010,fijo,46,106,8500
2181,tiempo parcial,35,66,0
3754,fijo,92,170,0
1321,fijo,75,147,0
1902,fijo,45,125,0
1580,freelance,45,NA,0
1587,fijo,75,183,8000
2729,fijo,51,58,0
2268,fijo,75,83,3000
1694,fijo,35,110,3500
1061,fijo,57,123,0
1431,freelance,120,400,6000
900,tiempo parcial,35,70,0
896,fijo,74,138,0
199,fijo,126,359,0
3727,fijo,35,203,4000
4102,tiempo parcial,35,90,1500
2611,fijo,35,58,28000
3872,fijo,35,75,0
1318,fijo,60,63,5000
1325,freelance,60,140,29000
3314,fijo,35,80,2000
393,fijo,90,245,4000
1994,fijo,112,373,15000
1399,fijo,75,85,700
969,fijo,75,85,7000
1600,fijo,90,110,4500
456,otros,45,110,3000
1885,fijo,60,165,8000
4197,fijo,75,170,4000
1910,fijo,90,223,4000
86,fijo,35,78,6000
3558,fijo,88,130,3000
756,fijo,45,125,2500
1847,fijo,60,140,8000
1258,fijo,35,60,19000
2487,fijo,45,130,4000
3448,tiempo parcial,44,85,0
4418,freelance,45,285,7000
72,fijo,60,115,5500
1031,fijo,58,129,0
1387,freelance,60,145,5000
1644,fijo,60,125,2500
2408,fijo,79,340,0
3116,fijo,83,383,0
1304,fijo,74,141,0
2740,fijo,45,95,3700
3321,fijo,45,350,4000
507,freelance,90,300,12000
2368,fijo,60,144,NA
361,tiempo parcial,45,120,6100
3394,otros,35,178,15000
3689,otros,35,82,10000
1238,tiempo parcial,45,111,7000
506,fijo,35,120,0
1822,fijo,35,142,3500
1765,fijo,90,65,3000
2662,freelance,75,190,7000
4424,fijo,35,100,5000
1029,freelance,35,100,0
3793,fijo,58,230,0
329,fijo,75,66,3000
866,freelance,75,NA,3500
2173,fijo,57,222,4600
3202,fijo,54,93,0
1893,freelance,75,NA,NA
2846,fijo,35,100,3000
435,fijo,60,195,1800
4342,fijo,35,300,5000
1183,fijo,75,145,3000
2470,fijo,90,120,6000
3605,fijo,62,266,5000
2465,fijo,58,128,0
1076,fijo,75,114,5000
1629,freelance,35,NA,7000
1915,fijo,45,117,3000
4133,fijo,75,130,10000
570,freelance,45,150,15000
2263,otros,75,140,0
3566,fijo,45,116,4000
2644,fijo,35,120,8000
2950,freelance,35,71,3000
3944,fijo,35,96,0
1610,fijo,75,100,6500
523,fijo,35,204,0
1172,fijo,60,62,4000
2741,fijo,53,181,0
785,freelance,135,NA,2000
1284,freelance,119,292,13000
2912,fijo,55,101,0
3340,fijo,35,82,0
2934,fijo,35,73,2700
476,fijo,60,251,3000
116,fijo,75,101,1500
4452,tiempo parcial,60,90,3500
1528,fijo,35,75,0
677,fijo,90,85,4000
1972,freelance,45,NA,250000
4139,fijo,35,120,0
4237,freelance,35,NA,0
2875,fijo,35,120,4000
631,fijo,60,117,4030
1936,freelance,45,NA,20000
3106,freelance,60,NA,8000
4004,fijo,35,161,9000
3970,otros,35,48,4000
3102,fijo,43,80,0
4145,fijo,62,169,0
4280,freelance,60,250,3000
3460,fijo,45,100,0
2198,fijo,35,113,0
422,freelance,75,NA,15000
1568,freelance,105,280,20000
782,fijo,68,81,0
1599,freelance,75,NA,1200
4049,tiempo parcial,35,NA,0
1241,freelance,75,94,5500
3289,fijo,35,102,4000
2419,tiempo parcial,60,60,0
3705,freelance,64,190,2000
2071,freelance,45,100,30000
3347,freelance,45,178,30000
2667,fijo,35,144,3000
545,fijo,75,220,3500
4289,otros,35,214,53500
4160,fijo,75,85,8000
2772,tiempo parcial,35,85,NA
1876,fijo,75,87,3000
3407,fijo,60,150,10000
2318,fijo,75,205,5000
3730,freelance,35,NA,4000
3421,fijo,59,141,0
65,fijo,75,152,3000
1134,freelance,90,40,5000
1783,freelance,60,208,8500
3741,freelance,35,224,20000
2887,tiempo parcial,35,100,3000
1025,fijo,79,190,4000
1563,otros,45,73,5000
1710,fijo,35,88,25000
1987,tiempo parcial,75,120,4000
1973,fijo,75,300,30000
2445,tiempo parcial,75,NA,0
186,fijo,75,149,3500
1747,fijo,35,149,0
1992,fijo,35,157,6000
4206,freelance,35,150,2000
3243,fijo,60,125,2000
1342,fijo,90,138,3500
3906,fijo,55,102,0
1155,fijo,45,140,9000
2235,freelance,57,120,9000
872,freelance,100,247,0
3811,tiempo parcial,42,70,0
1327,freelance,90,143,7000
2915,freelance,45,NA,4500
4043,otros,35,100,8000
1738,fijo,100,250,0
160,fijo,75,112,4000
2533,freelance,75,46,15000
669,fijo,63,178,0
667,freelance,45,NA,97000
550,fijo,75,260,2500
2716,fijo,41,58,0
4138,fijo,35,168,12000
2480,freelance,35,150,0
3771,fijo,60,92,0
1884,fijo,60,104,5000
3716,fijo,45,104,5500
1508,fijo,75,58,2000
3732,fijo,35,55,0
4427,fijo,60,150,9000
1132,fijo,45,72,0
3549,fijo,54,92,NA
3021,freelance,35,NA,0
1068,fijo,46,110,0
455,fijo,60,133,3000
637,fijo,48,130,0
3348,fijo,35,274,0
2566,freelance,45,NA,4500
91,fijo,35,70,0
2754,fijo,45,126,7000
483,freelance,35,NA,0
585,fijo,45,139,4000
4096,freelance,35,NA,14000
2937,fijo,75,160,1500
2976,fijo,83,384,3000
723,fijo,75,112,4000
3083,fijo,35,184,4700
2588,fijo,35,101,5000
1541,tiempo parcial,35,50,0
962,freelance,75,25,3600
3939,fijo,75,231,15000
1873,fijo,75,155,3000
3867,fijo,35,253,7000
334,fijo,90,80,3000
2973,freelance,35,25,15000
2156,freelance,45,NA,0
777,freelance,45,NA,0
2894,fijo,45,130,4000
1817,fijo,75,166,50000
913,fijo,58,130,0
3591,freelance,45,148,6000
3205,fijo,35,218,8000
1636,fijo,45,134,2000
3707,fijo,45,80,2000
4264,fijo,35,110,0
614,freelance,105,230,30000
2918,fijo,35,110,3000
2982,fijo,35,126,0
1550,freelance,75,77,8000
3919,tiempo parcial,42,65,0
2176,freelance,75,250,20000
1729,fijo,35,218,0
3686,freelance,60,178,18000
584,fijo,60,92,4500
1244,fijo,75,220,7000
512,fijo,45,161,0
3742,fijo,60,168,3000
2350,fijo,35,58,1000
2921,fijo,35,60,4000
751,fijo,75,180,0
3135,fijo,35,86,4000
1334,fijo,35,92,0
3232,fijo,60,195,800
1167,fijo,67,217,0
4001,fijo,60,150,0
2302,fijo,75,89,5500
3439,freelance,45,NA,0
2514,otros,90,31,0
586,fijo,75,250,15500
3183,freelance,35,NA,NA
2500,fijo,35,91,0
2784,freelance,45,200,8500
907,freelance,60,150,10000
4089,fijo,45,180,7500
3722,freelance,60,63,4000
485,freelance,75,NA,0
2043,freelance,35,NA,0
818,freelance,60,200,9000
1935,fijo,35,125,4000
1801,fijo,47,121,0
627,fijo,60,94,2500
654,fijo,45,100,4500
763,freelance,45,300,30000
2067,fijo,35,95,8000
698,freelance,35,150,32000
1955,fijo,60,123,8000
2801,fijo,75,154,4500
1338,fijo,35,80,0
3634,fijo,45,106,4000
272,fijo,60,340,16000
4419,tiempo parcial,45,129,4500
1223,fijo,75,158,17000
853,fijo,62,170,8000
656,fijo,60,251,6500
2272,freelance,60,100,4000
3714,otros,35,NA,4000
4003,freelance,60,NA,0
4446,freelance,90,69,NA
4030,fijo,35,136,6000
2343,fijo,35,92,0
2692,otros,60,35,20000
3337,fijo,35,73,4000
582,otros,35,NA,0
145,fijo,119,442,6000
3051,fijo,35,53,80000
202,fijo,90,148,12000
290,fijo,75,220,6500
1670,fijo,35,318,NA
804,fijo,35,NA,5000
1432,fijo,91,157,0
2864,fijo,35,175,6000
4143,fijo,75,155,3000
2004,fijo,79,185,0
2936,freelance,35,NA,6000
1243,fijo,73,280,0
332,fijo,60,67,6500
1469,fijo,85,100,0
980,fijo,35,415,0
710,fijo,35,63,0
2443,tiempo parcial,35,93,2500
1309,freelance,75,70,4000
3599,fijo,59,244,3100
1087,fijo,53,80,0
1736,fijo,90,90,12000
3197,fijo,45,149,6500
666,fijo,60,150,0
454,fijo,50,150,0
1638,fijo,75,159,11000
501,fijo,45,80,10000
1306,fijo,75,68,0
3053,fijo,45,292,NA
940,freelance,75,40,3500
1965,freelance,75,NA,0
3416,freelance,60,149,8000
2767,fijo,88,280,0
690,fijo,85,400,0
4368,freelance,60,NA,0
3206,freelance,60,214,8000
2532,fijo,75,99,16000
519,fijo,45,200,5000
2024,otros,35,92,40000
3831,tiempo parcial,35,48,0
868,fijo,60,175,8000
1619,fijo,75,NA,0
4270,fijo,35,161,14000
37,freelance,45,208,13500
1743,freelance,75,100,4000
600,fijo,35,90,3500
3101,fijo,45,125,3500
1055,freelance,69,240,0
1011,freelance,45,200,3500
3234,fijo,60,105,7000
1867,fijo,90,100,2000
938,fijo,45,110,6000
3858,tiempo parcial,45,NA,0
3096,freelance,60,NA,0
3370,fijo,35,65,0
1333,fijo,35,90,3500
3964,fijo,45,173,0
3992,freelance,60,NA,5000
1554,tiempo parcial,45,128,4500
180,fijo,45,110,15000
163,freelance,35,394,16000
3845,fijo,60,133,0
1576,fijo,35,78,0
4448,fijo,35,160,3000
541,freelance,101,260,0
1107,fijo,60,157,8000
1452,fijo,60,145,4500
2637,fijo,35,67,0
4099,fijo,45,163,8000
2413,tiempo parcial,35,70,0
3478,freelance,90,NA,0
11,freelance,60,125,4000
752,freelance,60,130,15000
2296,freelance,75,70,14000
3495,fijo,35,91,4000
2697,tiempo parcial,41,57,0
2319,fijo,35,148,4000
470,fijo,60,116,3000
2632,freelance,45,NA,4000
3271,fijo,45,142,4500
1422,fijo,78,175,0
4382,fijo,45,230,7500
4362,fijo,35,116,3000
3023,otros,105,84,2500
2249,freelance,45,71,0
3165,fijo,60,86,800
2305,fijo,90,198,4500
3374,freelance,60,93,6500
1461,fijo,90,90,1500
193,fijo,75,160,6000
4169,fijo,35,96,0
2710,fijo,35,96,0
1818,fijo,60,100,3000
996,fijo,60,177,10000
1246,fijo,60,120,3000
3262,fijo,35,100,2000
409,fijo,45,97,0
757,freelance,60,30,4000
307,fijo,87,120,0
532,fijo,35,199,10000
61,fijo,70,245,0
3769,fijo,35,250,30000
1006,fijo,60,100,0
3209,fijo,45,110,4500
3641,freelance,60,NA,8000
120,freelance,35,250,4000
2628,fijo,45,111,5000
2693,fijo,60,371,10000
548,fijo,75,81,3500
4438,fijo,45,200,3000
3012,fijo,98,230,0
2416,fijo,45,90,2000
2635,freelance,90,49,7000
1810,fijo,131,257,0
2748,fijo,60,180,23000
2494,freelance,35,212,65000
3382,freelance,45,NA,6000
122,fijo,57,115,0
4061,fijo,47,118,0
1986,fijo,45,89,5000
1349,fijo,35,57,0
1590,fijo,35,117,0
1967,fijo,48,126,0
4015,freelance,35,81,18000
3902,fijo,35,NA,10000
2520,fijo,45,145,13000
424,otros,82,69,0
4066,tiempo parcial,35,127,3500
1544,freelance,60,NA,4500
3200,tiempo parcial,75,90,4000
1628,fijo,90,195,12000
1100,otros,60,NA,25000
1248,freelance,75,191,14000
3453,otros,75,192,15000
3239,fijo,49,135,0
2737,freelance,75,500,29500
1170,fijo,45,100,0
2143,fijo,75,120,4000
221,freelance,105,200,4000
1933,fijo,45,80,3500
3726,fijo,45,178,5000
3420,fijo,90,153,0
3293,fijo,58,130,2000
4420,otros,35,NA,40000
238,freelance,45,150,9000
4325,fijo,47,120,0
2983,freelance,45,NA,2000
3517,freelance,35,65,3500
3087,fijo,45,118,4000
3028,fijo,35,125,4000
4218,fijo,45,60,5000
2179,tiempo parcial,49,141,0
2904,fijo,45,254,6000
620,freelance,60,246,20500
764,fijo,60,135,2500
1235,freelance,60,160,3000
970,fijo,90,188,9000
207,fijo,45,194,0
3866,fijo,35,107,0
3112,fijo,70,100,0
153,freelance,45,NA,11000
3447,fijo,35,180,8000
3863,otros,60,50,11000
3152,fijo,35,117,9000
301,fijo,45,50,0
922,fijo,35,80,0
4037,tiempo parcial,41,56,0
2959,fijo,35,75,0
254,fijo,94,185,0
1314,freelance,35,NA,0
2217,fijo,75,110,2000
296,tiempo parcial,60,90,3000
2536,freelance,45,280,4000
1678,fijo,44,93,0
4190,otros,45,200,7000
2441,freelance,60,93,0
4305,fijo,35,99,2500
2844,fijo,61,162,0
2702,fijo,75,115,20000
1898,otros,45,NA,0
2537,freelance,35,75,4000
1557,fijo,88,125,0
40,fijo,45,120,14000
2528,fijo,35,82,1500
59,fijo,60,155,4000
2469,freelance,82,71,0
201,tiempo parcial,35,67,0
730,fijo,60,110,8000
374,fijo,45,122,2000
401,fijo,60,105,0
2543,fijo,35,96,0
805,fijo,90,195,1500
2421,freelance,54,89,0
410,fijo,60,107,1500
921,freelance,75,800,25000
2384,fijo,90,122,3000
1050,fijo,45,110,2500
1770,otros,90,154,0
331,freelance,75,145,6000
3587,fijo,35,121,3000
3805,fijo,35,250,25000
999,fijo,60,107,4000
1056,fijo,35,86,8000
316,fijo,45,100,0
3592,freelance,35,214,7000
2954,freelance,35,NA,80000
39,fijo,70,99,0
974,tiempo parcial,35,60,0
3853,fijo,60,250,0
856,fijo,75,175,1000
2927,freelance,45,NA,5100
1570,fijo,75,70,0
1772,fijo,35,160,0
3334,fijo,35,73,3000
2756,fijo,45,154,4000
2218,fijo,60,NA,0
2291,freelance,60,NA,NA
3560,fijo,60,167,5000
1794,freelance,45,90,3500
2127,fijo,45,89,5000
2468,fijo,75,113,8000
2909,freelance,75,111,20000
1547,fijo,60,160,0
